Epoch,Fz,Cz,Pz,Acc1,Acc2,Acc3
1,0.5355403117558273,0.9451625780305709,-1.0490648854135083,0.7889712654336709,0.47410949017038295,-1.6947187599769438
2,1.1622156712542087,0.9293669130874743,-1.440403324300539,0.657898589688301,-0.19568318770250978,-1.113394662026935
3,1.1686264968637683,-1.385743946020077,0.12537764658463646,1.3541495916855169,-0.44715881588878226,-0.8152509732250627
4,1.5457997433125095,-1.299026238280153,-0.38024010493330374,1.117478982189086,-0.6429233680200978,-0.3410890142680409
5,0.25822709232691254,-1.6337432309001698,0.8523515419122175,0.3880218605218884,-1.0228427572671406,1.1579854934062916
6,0.7665214747006232,-1.6041317684296155,0.6040271363208325,0.2510661544720506,-1.1067329091110898,1.0892499120471992
7,-0.8141675925708339,-0.9040658806954237,1.2809217736803744,-0.6041400725695374,-0.4721838026992162,1.5136355748546362
8,-0.605419718583366,-0.9533349938531265,1.1751413909115842,-0.6842428475086823,-0.5396908869934768,1.6075470560270666
9,-1.6589225019528089,0.5502594501722426,0.8801509438258924,-0.9380279153829818,0.030902017017113398,1.1356380063205422
10,-1.4320573528147404,0.8078067090645836,0.6046331476053384,-1.3071415802629185,0.2496677535101324,1.0770913228976045
11,-0.950437801270161,1.6808746064045825,-0.12734004130634113,-0.2635273962032573,0.8617221487090339,-1.2012915163338582
12,-0.8186536840278213,1.7257941843672968,-0.20131815543755996,-0.6586640356234114,0.9449148603737961,-0.9920731696523
13,0.7109276523628619,1.1041042774581116,-0.21721757384082854,0.24089763892999544,0.1941720827171308,-2.032884077627271
14,1.5491815406686598,0.8393571336433803,-0.5350444988577336,-0.2695809445411819,0.008724061625437445,-1.5926372925385621
15,1.4068734274783994,-1.3328900016839142,0.13818371502358107,1.134013948151362,-0.8014012350315635,-0.5447798539378652
16,2.010726934288408,-0.9053360560754459,-0.43586797102551933,0.49678515726247197,-0.6842237855002086,-0.48208427894970535
17,0.6289712169628874,-1.281939322645935,1.011147155580318,0.3374268881004305,-1.4842046356084533,0.7885986976107525
18,1.3940169452623128,-1.064482767902169,1.0354107559596901,-0.09562749052816813,-1.3546551649188365,0.08533772212717049
19,-0.8057610743569995,-1.055647087718958,1.5195654000038046,-0.44714739387450314,-0.446957769016238,1.2359479249628933
20,-0.5516388479701161,-0.6441585330197006,1.9310783735030137,-0.6612487973537061,-0.7825696926268347,0.7085374974673427
21,-1.7385674592297937,0.9512587623653865,0.8735071201081375,-0.9551988600487041,0.33578465218125125,0.5332157846237225
22,-1.3924877572609964,0.0930901982253103,1.6870653142352732,-0.9684694007132841,0.513475284028411,0.06732636148528562
23,-0.8162120592325913,1.6441167613303624,-0.6847582466776574,-0.6492669270172883,1.1508791442315316,-0.6447586726343573
24,-0.8616159594345066,1.1427555531185014,-0.562167344337917,-0.5093602782721031,1.632911884174931,-0.8425238552489046
25,1.2429911440356287,0.6807706301208597,-1.2669834400264044,0.6013315530152836,0.15620216304732887,-1.4143120501926965
26,1.330431904174643,-0.05480196825369835,-1.3079913502803195,1.0407468364199324,0.17570866527050466,-1.1840940873310617
27,1.7018517434593927,-1.008585024276484,-0.4407299835312512,1.0256736561171875,-0.7470325372772332,-0.5311778544916111
28,1.5409830929137287,-0.640258512006275,-0.38518166918419844,1.2334965905314619,-0.9639395414580475,-0.7850999607966693
29,1.556939738904786,-1.193036529114197,0.2871301782932655,0.7195602781774648,-1.238979168681862,-0.13161449757945737
30,1.1067207376989305,-0.9022316959776074,0.95867140744297,0.7535371804703695,-1.522889833697722,-0.39380779593694076
31,-0.8269261788963991,-0.5705902362683071,1.8366992786868306,-0.7367835237499483,-0.5688425473846901,0.8664432076125131
32,-0.3152118097666432,-0.6143444787996457,2.0039893777504347,-0.41527389888313343,-1.077092511441159,0.4179333211401466
33,-1.1402128958555746,1.6320913863182944,0.32135819242462094,-1.214989203570911,0.6344773801859195,-0.2327248595023497
34,-1.1394189497417673,0.6172957036674673,0.8875845431957383,-1.2639452994478286,1.3243619011393588,-0.4258778988129688
35,-0.6331957118421409,1.789867769381998,-0.5145152578005022,-0.538153777171762,0.9060414955501568,-1.0100445181177498
36,-0.7240855742949422,1.036374363462529,-0.594519789292713,-0.38307452515023055,1.6891395239433158,-1.0238339986679592
37,1.3338798067001354,1.037149990793124,-1.1713463699153843,-0.16154969560955074,0.25813102152091344,-1.2962647534892382
38,1.1515236059614107,0.3488627572020521,-1.2258187690427804,0.3319256230512184,0.8705431674254431,-1.4770363845973438
