Delta_power,Theta_power,Alpha_power,Beta_power,Gamma_power,Epoch,Channel
69.91804183344264,42.73193104131132,7.543788068071106,6.62189238939186,3.7846662016743053,1,Fz
94.88583634302704,3.8485840265241875,1.388219581322089,0.16394642773464907,0.22403938927470576,1,Cz
6.271773492231169,0.5706298807501252,1.2551436520372024,0.13664940745806367,0.3321880835521693,1,Pz
37.58380623095431,12.540442660897803,3.5270944948801874,0.38715818423340204,0.38325396154592933,1,Acc1
33.031105908812414,11.159048124193193,21.747164950143933,8.344941195867012,4.301592776926047,1,Acc2
5.358646453070782,1.5564082434760298,14.816741316420387,2.3497960644386433,2.2593477260559043,1,Acc3
52.78138519535195,16.178280199800017,12.542991575175865,12.408008301645053,4.270971131382242,2,Fz
41.59971314901695,1.1223973149569988,0.8721852037875968,1.7361040341406693,0.35690590562941366,2,Cz
268.6038860465484,25.280134785659552,0.9039483973660578,0.24409805367531753,0.13997525611005462,2,Pz
41.848008818051845,4.37143115490674,5.700483555506075,2.0299012912053036,0.40622523286453144,2,Acc1
3.8344953277522635,2.776360410768607,6.664444149666599,10.501548818867981,3.342701456970566,2,Acc2
1.7712648127608315,12.148231514839603,2.6891690960245613,0.7718048338049668,3.7442650167280194,2,Acc3
40.391334571676154,20.023998983538107,6.565210220898246,3.5981193679767416,3.0131245377478666,3,Fz
19.110200000376224,1.3284247469599042,1.641093286826824,5.137041290323595,4.173835890475128,3,Cz
24.97660907284122,1.6674266789432959,0.39459021033962605,0.22869640283206716,0.07974299233271284,3,Pz
25.457817923844907,15.77137988458058,0.2740943054336909,0.10054974610007449,0.13301446140350281,3,Acc1
1.4967439898208181,1.9921836194887448,0.5175320386237234,0.09654428044453107,0.05069699621371223,3,Acc2
0.5637547921860115,3.1758397214559544,7.692588952445787,1.4471311802541702,1.4917778402038264,3,Acc3
24.305320237617885,14.46828450859604,15.12927374168926,12.086351048095002,4.495537434345874,4,Fz
7.9502010736664666,7.973625604906119,19.35541090774211,18.71194346027671,2.337442636445039,4,Cz
628.8220033685585,20.266079376016794,0.1241513877605035,0.6955718491647017,0.2845612607459017,4,Pz
17.811367226627592,1.612209580427761,1.7261890324148854,2.3183260770364815,0.09965726895757751,4,Acc1
1.3824005544565516,1.0357738937589456,0.1926175795849517,0.0752394928782489,0.05777638244404261,4,Acc2
3.060127343223175,16.47834442653088,1.9337367866016517,1.0160795514247307,2.780885520360339,4,Acc3
17.70614615775517,15.127540535736827,7.187693472644133,3.504728023226795,2.6966399800687686,5,Fz
23.701864322745408,5.5269992361775095,0.8088767911425506,4.6422316770924805,3.1150786658002083,5,Cz
8.00879409209994,18.67282037109845,2.1970022457071807,7.03921385200585,1.4385857568359826,5,Pz
5.741355531611596,5.505511397208653,0.675612166890935,0.46172733533053384,0.28312120431723076,5,Acc1
7.99146118076202,3.0202759569210653,0.25060259943681007,0.25385992174428146,0.1359869157990373,5,Acc2
0.45183507905497045,0.20809927303203393,0.191390997433429,0.14946805252630965,0.06844657330622524,5,Acc3
18.56445585839682,6.563540886931503,16.136061125326712,11.713423337829042,3.929603840549364,6,Fz
6.491019422356973,7.517266883485772,16.043748228340547,15.632026399590222,3.0604007512374527,6,Cz
8.34493197930082,32.594162609483575,19.003200292810405,3.931369930696284,9.041324816314294,6,Pz
14.72028675168023,1.374521923166003,1.189160303759834,0.935496428326223,0.710048795860518,6,Acc1
4.493915688901499,1.1210829516900302,0.5136268466311745,0.3445358944264662,0.1364314634164493,6,Acc2
1.2008415668060899,0.2092617625157456,0.12760430767703848,0.10757921269894488,0.07284682583180364,6,Acc3
1.371727247400331,1.5317057472430768,0.2423983625710985,0.06531548155171647,0.09197610550672575,7,Fz
19.82110369261081,1.9713274846704518,0.39057328461779,3.9421710042531424,2.4703796556208504,7,Cz
20.534697970759854,12.999101099134231,2.2648953206504103,4.10518842143971,0.8390001342956376,7,Pz
82.06968463457925,6.159723960061188,8.887151914481795,0.8425006138686911,3.41831038836911,7,Acc1
1.0143365543633855,0.7966143417976334,0.2816259867242957,0.03351282417211501,0.030433728610343692,7,Acc2
0.11367299985254262,0.11186648793735925,0.10345821754760236,0.09684923320438117,0.2037105519956174,7,Acc3
0.6880063179937348,1.203012514824574,0.5180631698466521,0.03407979243663819,0.06008318793585521,8,Fz
3.6878380479333446,6.391440793842949,13.968914268479846,11.132010493222303,2.757590264825338,8,Cz
4.456154786195237,28.87392889765567,12.80283523825724,1.8441369252541424,7.959411096654398,8,Pz
89.40687301404795,27.029883536007514,11.825524016421202,5.7485085444766435,2.916230455726384,8,Acc1
9.070212805987504,0.7609831622521094,0.38208607652663507,0.11510791406210612,0.11862008170429741,8,Acc2
0.38441900622698455,0.8453705098983674,0.12912703893052438,0.16614336286623088,0.053952231840367924,8,Acc3
12.924309625213859,5.286699217877061,0.09893672210482977,0.10316473524663937,0.06565858883617602,9,Fz
6.659784498779838,2.2267487057935447,0.25408804776282756,0.2421024669152029,0.05535166313463212,9,Cz
8.607083570679618,7.298668199557722,1.6273495340383661,2.086923998487951,0.6105729422205194,9,Pz
2.670495771639699,1.4943308956501198,5.659452268231078,2.4036393439366153,1.8094656613416824,9,Acc1
5.162895265819334,2.7819824807885234,5.394858570662356,2.2196398122478946,2.393833621710672,9,Acc2
0.3448364660654639,0.10196119250126151,0.22257215081728302,0.06972583034476613,0.11851546727885294,9,Acc3
1.9324043972113225,0.5409206547462196,0.40147307551068573,0.10762257485206699,0.09822759037461551,10,Fz
8.008975696611868,8.955192806045535,0.4088604542862428,0.06706354678647854,0.059227439017281044,10,Cz
4.658030838725147,26.114945000936817,13.400096988715404,1.8709778446136227,8.56183447249352,10,Pz
24.24961328705777,4.335313830901819,3.089638749111954,4.463952969312399,2.225888020977037,10,Acc1
106.12570797424934,15.993932263593488,19.783758041672304,3.9814570717446123,5.128574663583358,10,Acc2
0.5690505389364873,0.11695006994271769,0.28183305203222303,0.16961145082822693,0.054584262691511176,10,Acc3
1.9103022425972007,1.2765560431822491,0.24251202045170092,0.16939019567868296,0.0720276618844384,11,Fz
3.5231697241430577,3.6918380614946393,0.8118684018032537,0.07464793311088354,0.05062394151547143,11,Cz
2.4932847688183366,1.6881843833543284,0.6215436140014533,0.05098335593107169,0.03049019575884641,11,Pz
21.788613111002544,5.40187525206407,2.768873444513143,4.723318318453493,3.1954854526581387,11,Acc1
5.162895265819338,2.7819824807885247,5.394858570662357,2.219639812247895,2.393833621710674,11,Acc2
18.625121697194697,2.0816121852394045,5.868811101243384,3.12872167799358,1.8834451831833952,11,Acc3
6.146014352199083,0.9916091290243036,0.1388488493803118,0.15034098755015837,0.07490158618603407,12,Fz
42.997392724465456,6.899868554966225,0.037913675945268656,0.035417304771069504,0.10122747847498273,12,Cz
3.7708049817589213,1.165818594498925,0.2082121729059904,0.21266744025086734,0.08954781551410325,12,Pz
29.55132959422137,7.529098326391421,1.2465796485321163,3.9256913562500646,2.621538239761387,12,Acc1
106.1257079742494,15.993932263593495,19.78375804167231,3.981457071744615,5.12857466358336,12,Acc2
21.096370745260092,18.941956949439163,3.115403908621925,1.5114725701953609,4.4918381950997315,12,Acc3
18.47716362849401,8.068069533389261,28.79752534805889,7.879361600254133,5.619452898977049,13,Fz
3.3164928624542007,4.452137193995377,0.7560319983002202,0.16639396986726138,0.09728892627018712,13,Cz
3.6144985245556565,7.198047851956127,0.4511434116623648,0.07337626631518691,0.1990399648900857,13,Pz
43.62480582797776,8.534125929624262,0.22613664795587313,0.2615162072357588,0.1511651704202686,13,Acc1
5.162895265819334,2.7819824807885234,5.394858570662356,2.2196398122478946,2.393833621710672,13,Acc2
18.62512169719469,2.0816121852394036,5.868811101243382,3.1287216779935783,1.8834451831833945,13,Acc3
7.075124714666423,15.85815789339422,5.353669934041366,12.044270975669923,2.301016341362133,14,Fz
3.6354175808266276,3.440931993569491,0.30087035452898714,0.1472218697537199,0.031673366697705395,14,Cz
2.7316540715970445,6.455240574656365,0.335400685643318,0.20371446132740556,0.14573265141970967,14,Pz
6.203507993114763,0.41318673600583417,0.6786804984648682,0.033817719252490074,0.08447233976839268,14,Acc1
106.12570797424934,15.993932263593488,19.783758041672304,3.9814570717446123,5.128574663583358,14,Acc2
21.096370745260085,18.941956949439156,3.1154039086219236,1.5114725701953604,4.491838195099729,14,Acc3
10.465825176465337,10.01025148985306,27.45530311936479,9.591766735497368,5.300324981380145,15,Fz
105.54064382479959,6.09400238841125,35.93680767092044,25.946548493469468,12.928621487024383,15,Cz
26.719350622665857,5.054307569626453,0.6198830934378288,0.06339048377554653,0.09331723828727934,15,Pz
4.922781191348685,1.7701254739350543,0.27500500033936437,0.09801039127097454,0.0919076827761943,15,Acc1
39.56108605091796,0.4172191388399947,0.9434148294409266,0.047584403159621404,0.09101918438550125,15,Acc2
18.62512169719469,2.0816121852394036,5.868811101243382,3.1287216779935783,1.8834451831833945,15,Acc3
2.1977437725095825,11.476572089089819,5.0897656778078755,12.85570370028586,1.668484111573946,16,Fz
173.4743474771199,124.12535310300558,4.183100038362285,4.136203646634638,3.9444389144832357,16,Cz
9.72651482831009,0.4927388131813794,0.37761304843193794,0.04750312706279481,0.09909767234029757,16,Pz
4.254750837854603,1.3279207390903436,0.15000688266397985,0.10282040756287492,0.0583033600418717,16,Acc1
5.788395698294518,1.5969238924642781,1.041794002678717,0.3837895783428182,0.16649400459045072,16,Acc2
21.096370745260085,18.941956949439156,3.1154039086219236,1.5114725701953604,4.491838195099729,16,Acc3
5.458301517225031,11.919340879760574,21.732544165838682,6.949749987922769,4.869883529155789,17,Fz
5.466012010420499,4.718727747661741,16.05076138564231,29.186572133648166,6.1416153178176565,17,Cz
1.579738186507978,1.1180271881188413,6.679326669871026,6.054504883666593,2.9626291913877703,17,Pz
84.2601214421854,2.486090801543058,0.09025447135653594,0.9751432514196692,0.1472434273118223,17,Acc1
15.62192852193501,6.689174436015844,1.6080927483106895,0.07470213241952985,0.07871237050980087,17,Acc2
0.4619156012032051,0.09163996767965255,0.7219825907553057,0.13830671704092473,0.07694440430001617,17,Acc3
2.092938907653812,8.202981674116847,3.6427642808052476,15.528928622169113,1.1785541622004874,18,Fz
34.06894835640323,36.66618564719475,3.530314673293759,2.890832421039452,5.398697609380325,18,Cz
19.357233417074507,10.313169123855204,2.1162988558659785,2.717726960330088,4.385642328799394,18,Pz
2.947871737406031,2.3963084987972936,0.30579971627706887,0.1476794400857437,0.0443223238102305,18,Acc1
44.672838484323755,2.318122398145644,0.6844785361486466,0.11780792902973641,0.0755075469697104,18,Acc2
0.4682605563919374,0.41089283544761646,0.38695864888613846,0.05579713211773,0.09031104604985851,18,Acc3
0.31040402334784833,0.14479115965152098,0.40953291233695543,0.08610312775260624,0.0816045135089638,19,Fz
26.381101023090302,2.4998262092264314,14.121244683923294,29.255272532199147,5.399413347241197,19,Cz
0.27923230897888174,0.9443616072411353,4.822992395249032,2.506394901260728,1.435600529814177,19,Pz
21.75137184929106,13.053013748876793,9.164392624419923,13.740935594617456,5.5349649244191905,19,Acc1
5.968739121970894,0.13329965487602755,0.5271582104931387,0.13879521356621555,0.08076235413574778,19,Acc2
1.029540933182069,0.9764241371783609,0.37369071643238394,0.04802280454746346,0.05981861742982787,19,Acc3
0.8812070573543626,0.47683263025442574,0.7898032677689055,0.15877098944546728,0.08271004862403106,20,Fz
22.249634938303224,16.584976318956006,6.182867594620204,2.5554253884605838,5.427415421045642,20,Cz
6.280798790659797,3.5101896413180538,3.377116221279177,1.4637740447373035,3.8055443540979765,20,Pz
56.83525924419033,82.8846762160944,73.07947099980863,14.146688052818869,8.66468968641827,20,Acc1
6.104695485774915,0.28270207431635885,0.6308475464704995,0.9185133492017165,0.41379729530922954,20,Acc2
0.6299866386891505,1.8320043616361923,0.1398147097087738,0.053203521163813154,0.06665085952455904,20,Acc3
0.25596593129025436,0.11627218597105071,0.04731969919775982,0.13153756849659423,0.022803351198680898,21,Fz
166.62885456293887,27.155231280380306,1.9463049600164304,0.5028266227186483,0.25205063880511375,21,Cz
1.290744608390144,0.952349514085235,3.8321784565507313,3.4518278148775976,2.4649718547834643,21,Pz
8.588843842314645,11.918843732131428,7.015522710310367,12.28486085537366,4.237639397861634,21,Acc1
484.0774141514219,29.736788735396416,17.492533609634123,17.90241483723321,23.57047616547643,21,Acc2
8.759436012332083,1.4939173039468159,0.25010372407268744,0.05531197212893208,0.047532174305981265,21,Acc3
0.5428694923720034,1.1599131936732874,0.48616615835792076,0.17760961247840445,0.03385731488717075,22,Fz
1349.206338824416,207.4327913259468,1.3771838861793462,2.85513046025284,0.17710216581308003,22,Cz
6.278005331046482,4.234104289644954,2.58766346207438,1.0150311567343355,2.1188319683930477,22,Pz
12.842479569632719,66.6284965901927,64.78835888260822,10.72479750036422,9.767066312095189,22,Acc1
110.08626665424241,177.71349237673965,45.82067018511388,16.898776729835536,19.88372524490761,22,Acc2
0.9774014757009111,0.4988487618331187,0.06780248077604249,0.06511668117067101,0.07211970059099705,22,Acc3
1.6548474406423934,0.9773724544506125,0.26868446914779176,0.12983284284602978,0.09155714159465769,23,Fz
312.80455616524387,5.949212692875753,1.0266256474331286,2.4186889383500443,0.3922338869696213,23,Cz
3.478149490848275,0.1762808676311655,0.7644456472843908,0.07840599124119216,0.09381706538923935,23,Pz
7.774491137778122,5.797858504852055,6.197468335786102,10.364090818007567,2.655065776734725,23,Acc1
15.66919896815951,6.807211120008959,2.365948858140773,12.276546254213207,7.268793942963201,23,Acc2
298.14651073762843,268.6722297008634,37.152660455156806,16.120115742019497,44.75958215192445,23,Acc3
2.620737929864335,0.7642339008875282,0.26857423380081286,0.25244864183973253,0.07985306486235086,24,Fz
2552.0589828187644,281.263884809745,9.151643913023815,2.5156190584774003,0.8700517208197717,24,Cz
0.35550148076712274,0.632837340314614,0.09340262453539697,0.22279043140515145,0.03197732030823082,24,Pz
11.341880520144407,54.90661091731886,55.56612518698957,12.00597335931568,10.288664105046037,24,Acc1
53.75848114646753,19.967907437256873,2.450031247209147,5.717447154183778,7.244638961938209,24,Acc2
154.9539537847502,88.09498949979105,19.95857002049454,4.6218619120188285,6.3032123553683785,24,Acc3
72.11422640650838,3.540260260385607,12.438258429849485,4.211098921487709,8.475735649063399,25,Fz
99.9856193138756,11.703820134718924,1.2402141012087753,4.31242545188894,0.6477132522561441,25,Cz
4.0381820486156546,2.4772508811970932,0.5758479453703107,0.17661966939526555,0.1254190814635217,25,Pz
0.556774391744892,2.705993714867308,0.9181205914273498,0.11504964968743164,0.03624489615214447,25,Acc1
6.874540783629439,3.4004902045652172,0.6850944447453606,10.966039608972755,4.447222707190204,25,Acc2
146.01214404555395,85.47616757863413,6.075318362022172,5.072551939611601,7.235909355144112,25,Acc3
6.314722835682536,31.806234817462393,5.850819606356572,13.98623058530188,7.161911825728069,26,Fz
1255.7147879029,92.20183410913019,4.086001626823261,7.399597564184489,1.2552619388199358,26,Cz
0.5511244573948373,0.9100699141721286,0.113179615044226,0.02270130778420107,0.06773198493460701,26,Pz
1.3358052084153875,0.679022925919525,0.17681715938584935,0.040717070215633276,0.07731780194386625,26,Acc1
92.35423563547334,11.287696888952068,3.52113505373901,4.220206170770445,5.1905775407221375,26,Acc2
35.02992898781553,23.687618487823915,9.26144365855777,2.3220793444166428,2.555039617915142,26,Acc3
19.95347708827936,10.352297232009047,9.401178345580064,3.2157204768531233,7.178214700209533,27,Fz
17.48548252911018,22.25888024444041,13.380975034566339,21.598283166033095,4.815601653233047,27,Cz
6.903962103049042,0.8514060412078367,0.15844886780393952,0.10165300827048253,0.10500184056825734,27,Pz
6.731219354313278,3.178673795718984,0.6626937096489145,0.10898617641664803,0.04241748593163404,27,Acc1
18.473020405918533,1.5424869719714938,0.08761532876134656,0.042991127212599595,0.17410972745455944,27,Acc2
194.3231831984835,62.58693092362741,3.4005141872393856,3.6266297741316578,3.9163358989152757,27,Acc3
6.215649527273261,34.96257239994978,5.325349376055702,15.851908852691494,5.962222290016975,28,Fz
127.29082037493914,18.993212550575553,8.293776640896748,3.277321133222204,13.882411564078447,28,Cz
3.902132072880585,1.3594491795730816,0.26791918909173507,0.14237570995830762,0.052492250086813644,28,Pz
0.28314474267978834,2.7759900384122482,0.26743662984732913,0.15657294023641752,0.1259587746899816,28,Acc1
4.29897232139034,3.10065086684718,1.009951029769748,0.19826231392186042,0.15044134859348582,28,Acc2
17.64648606035555,12.996896475703707,8.681331298807198,2.674537365378479,2.3403484643667656,28,Acc3
16.08880636515384,7.810594501365334,6.146678709792063,2.439880519183012,7.824631222715091,29,Fz
4.956645871947177,7.255362862430926,11.884585055806564,20.726158893180997,4.76651552841531,29,Cz
47.23607449324217,66.96071297496626,7.872619915886515,3.017789384772314,3.909607070091959,29,Pz
1.1802646647950445,1.0676542398709647,0.4831931578845789,0.11465880018430276,0.07583813168157162,29,Acc1
8.575843828935817,14.679263254900015,0.4597175936454467,0.041442403329585105,0.054575766772958924,29,Acc2
