Epoch,Fz,Cz,Pz,Acc1,Acc2,Acc3
1,1.0920643499073357,-0.9317379821961985,-1.3246636237392186,-0.630851804769611,1.193567663091308,0.6016213977063859
2,1.0354677807852009,-0.7378097731645743,-1.2188489004631315,-1.0106428046180271,1.0382389600456143,0.8935947374149169
3,1.0520051182180457,1.250745195003646,-0.7573029642622564,-0.5913393094622259,-1.4646193731065638,0.5105113336093544
4,0.8759689252995944,1.290299102028841,-0.1695032064130407,-1.0702500831231538,-1.4543237925354517,0.5278090547432113
5,0.8938029798151051,0.968788081998832,0.8292921586657797,-0.030223236691326812,-1.2049133084487398,-1.4567466753396507
6,0.5270671055981514,1.102048002730532,1.092712775523289,-0.16148543053284495,-1.209761807283524,-1.350580646035603
7,-0.8376139473880592,0.8978449099159991,0.5078452381242179,1.4286713619038627,-1.314418344894074,-0.6823292176619474
8,-1.0919548099338856,1.1042414522797386,1.1550240614337304,0.668889903709645,-0.6721583523801599,-1.164042255109069
9,-1.1041465350896413,-1.0034747483667201,0.33109915450077193,1.3433251209464447,1.156258017841617,-0.7230610098324735
10,-0.8704548211297903,-0.8104583544305445,1.1743272085957537,0.3954994871594857,1.2892026985693592,-1.178116218764265
11,-0.796745674654292,-0.9151779755441825,-1.2314399612962625,1.2660209639062001,0.8099227154667087,0.8674199321218286
12,-1.0830046619686529,-0.8807599977926897,-0.9356355019457921,0.5212454756431351,1.3845795612272322,0.9935751248367674
13,1.5974743292920048,-0.9693105704685804,-1.0036564582520442,-0.8585983543954917,0.5816548480198788,0.652436205804233
14,0.4997927119919547,-1.1271465421075766,-0.7036449664215189,-1.0416849635713856,1.3921451876227184,0.9805385724858084
15,1.114006541232033,1.3327857811946962,-0.7816554505902976,-1.1982098710764415,-0.8764910802455801,0.4095640794855899
16,0.5265913795084124,1.05748290846208,-0.6316541983039793,-1.422811189066449,-0.7822568615146658,1.2526479609146004
17,1.2262396198192669,1.1357885361610802,0.5639760660850861,-0.8251960321240547,-1.0330004186623412,-1.0678077712790373
18,0.34854770199649504,1.203227090282575,1.2745574790892036,-1.1457644822692412,-0.6386257612737176,-1.0419420278253142
19,-1.0843519661909455,1.2606425640930345,0.4347371940452663,1.1907820709017038,-0.8522049323619179,-0.949604930487141
20,-1.1215633933004696,0.9681111883067164,0.7823076435029951,1.091255245514165,-0.3488691531858666,-1.3712415308375403
21,-1.1287158924482754,-0.4311662442263694,0.4021714919477847,0.5548949636593238,1.6958167478622412,-1.0930010667947043
22,-1.3982090725540173,0.10270270004453146,0.20321250160730173,0.8835497868483563,1.3674478417848277,-1.1587037577310002
23,-1.210136279379271,-0.3733988861015852,-1.0309413660274576,0.1880054129562128,0.7924765563319355,1.6339945622201657
24,-1.3463182265794325,0.32345553581500813,-1.4336737475328853,0.8519643696279784,0.7179821617273994,0.8865899069419314
25,1.0607969364796037,-0.05066674459276936,-1.0616878340172222,-1.552362950932495,0.6456747920944669,0.9582458009684162
26,1.030322097736132,0.48869818234280193,-1.55878706837615,-1.1980512342280374,0.8038006669359671,0.43401735558928634
27,1.0983033976895284,1.0667390101933512,-0.9234934595889213,-1.2772843413648864,-0.7472674428343519,0.7830028359052794
28,0.9890039502985445,1.451210678026893,-0.9755076431392061,-1.062503699059205,-0.8152863629367005,0.4130830768096731
29,0.8846067217528235,0.7514119359033411,0.5992548229005293,-1.4670110142124464,-1.3449927693012547,0.5767303029570076
30,0.8013029075139415,1.3413139743392462,0.6753089281807129,-1.115441520139712,-0.39885284321045616,-1.3036314466837322
31,-1.2952793881340032,1.1234978935175877,0.757887000645672,0.898359543049925,-1.279234840470982,-0.20523020860819946
32,-1.0737316036556805,1.1569231994385263,0.583757453291239,1.1728805104227717,-0.6966198022969965,-1.14320975719986
33,-1.7314505642577471,-0.3188240862047168,0.5733399878904616,0.7060103045070205,1.3278258749784815,-0.5569015169134995
34,-1.1159578332605053,-0.9073155281136589,0.6422115681323206,1.2741451336999456,1.025523024328447,-0.9186063647865493
35,-1.1259020826044226,-0.7751956373773479,-1.0575707693713006,0.7378522714014497,1.1459185340562852,1.074897683895338
36,-1.0352953329436043,-1.2802971743109899,-0.573936682910916,1.069624420023631,0.6275729267686149,1.1923318433732644
37,0.9624535610882469,-0.2980121009314778,-1.467756494389873,-1.0526350536979898,0.9390854648355879,0.9168646230955073
38,1.2298735411110193,-1.0521975485008483,-0.95092213595497,-0.8304657750915967,0.30164644267101837,1.302065475765377
39,0.8395038894613596,1.2119600510980637,-0.9713529222985972,-0.9311580871046051,-1.0756534437975662,0.9267005126413453
40,0.8288926910993846,0.9523132038365508,-0.5894689564904836,-1.1967214877813424,-1.1434588751615264,1.1484434244974167
41,0.9584806999709461,1.3652466408418282,0.5184000199923147,-0.903511378566465,-1.3251373057005376,-0.6134786765380862
42,1.0155097767262202,1.0717333747548143,0.8842229220605565,-0.7569734219436567,-1.1887315311834252,-1.0257611204145096
43,-1.4204040556884479,1.310649911337675,0.4506919207690791,1.0418592250384424,-0.7913772550495842,-0.5914197464071639
44,-1.0467118481466995,0.9145700434945292,0.6969444475636656,1.3105027032741619,-0.7069776056312853,-1.1683277405543715
45,-1.5032987163543925,-0.775389277270896,0.7391489495231731,1.266971430430723,0.8255443203501482,-0.5529767066787566
46,-1.1625040442267927,-1.1179295925487835,0.6688311086710554,0.994511628784801,1.249828816275381,-0.632737916955662
47,-1.20710951055459,-1.1030519991866952,-0.6072403000872993,1.2383880211130274,0.7550273335633059,0.9239864551522519
48,-0.9855593193182794,-1.1582328570359945,-0.7099990029108146,0.44705083054687766,0.9947833882411985,1.4119569604770124
49,0.9822648065663169,-0.6092359789675015,-0.7942408140532443,-1.4838277168069147,0.860769995120352,1.0442697081409922
50,0.6470750431073191,-1.0418907056782565,-0.7180519939281139,-1.154091656902076,0.9351375744465046,1.3318217389546232
51,0.7910744486678921,1.490231130635821,-0.783332111423651,-0.8040149671030591,-1.2559825313053445,0.5620240305283424
52,0.6229746777535027,0.9513894918546598,-0.7155039486705328,-1.1405462050936495,-1.053789910180008,1.3354758943360272
53,0.6376043545177024,1.2835321552365426,0.8476047676671812,-0.9150168688381402,-1.506590196394268,-0.34713421218901785
54,0.5748365794709562,1.1242830957756984,1.1755822704628425,-0.9109420255904603,-1.3462732001921793,-0.6174867199268574
55,-1.071078731553718,1.3175198297589124,0.7015291564799448,0.8621930553353284,-1.2536976489586364,-0.5564656610618307
56,-1.1792165406851176,1.0740928726976284,1.1632053566572262,0.6058524396652928,-1.2510914960915562,-0.41284263224347406
57,-1.4876209959562037,-0.6398472016291974,0.684540264329193,0.33723576049796833,1.5978289591721657,-0.4921367864139262
58,-1.830280348902372,-0.09785511656404529,0.7191570505684141,0.37433203759531297,1.3214441969404118,-0.4867978196377216
59,-0.9043789053170305,-0.4378078029164806,-1.2409323241195627,0.03951729892092432,0.9446972254915315,1.5989045079406183
60,-1.7667994631542754,-0.14072066992541235,-0.7315389453895161,0.915128013622931,0.857511211855023,0.8664198529912505
61,0.840240212967809,0.2655566873594496,-1.4264867068756502,-1.3313774170531558,0.6657482052143432,0.9863190183872035
62,0.9323202831409411,0.23146469975130174,-1.2638495218142813,-1.482765341257116,0.6717924158821014,0.9110374642970546
63,0.26670664955162177,1.6891805127683541,-1.0031088977557603,-1.227903645831072,-0.37415742156559395,0.64928280283245
64,0.4114986255370466,1.6195480972233243,-0.9971721560852892,-1.1501888301233136,-0.6065539649970304,0.7228682284452614
65,0.01856480534319337,1.752711369954649,0.786539617598227,-1.0753225858536823,-0.5772314922170179,-0.9052617148253689
66,0.4233883552505936,1.534824729813187,0.8615159650032487,-1.0998451712013375,-0.7292019064845421,-0.9906819723811493
67,-1.2351776882419745,1.531446871908307,0.3540457110594784,0.8378908526866718,-0.4324789520152934,-1.055726795397189
68,-1.2698113416822716,1.2984108524127502,0.6508384857648248,0.9608198757942964,-0.7504155845045124,-0.8898422877850881
69,-1.287716579855347,-0.6814751633295419,-0.027594939050019987,1.6242996892798178,0.9507346247826987,-0.5782476318276072
70,-1.000861687591802,-0.9003145300664955,0.3460672481100028,0.7827121734858282,1.6425841543260336,-0.8701873582635666
71,-1.2125342110569868,-0.9032445642589578,-0.7139015987617583,0.9545895309062531,0.42032663622988764,1.4547642069415614
72,-1.2435408508724184,-1.0631094201277733,-0.5202377274677525,0.6326891121475257,1.4472475053934406,0.746951380926978
73,1.0399590157706886,-0.5996747674555664,-0.925541549170755,-1.2737447139966869,0.36337184772327646,1.3956301671290434
74,0.383729808348082,-0.9004117259945303,-0.7955364550105775,-1.1025414845782664,1.5802080373704257,0.8345518198648658
75,0.7647331488240429,0.930573873311566,-0.628733725808946,-0.8856363069030212,-1.3853021933492762,1.2043652039256354
76,0.5926446581688427,0.9315146542969005,-1.0296334877082527,-0.9373303301191273,-0.9499818807737641,1.3927863861354013
77,0.5863029320471219,0.6197790087733847,1.6168057329703496,-0.9061251189003118,-0.9606170070433936,-0.9561455478471511
78,0.6329538055529745,0.8769979920366119,1.2819469951809874,-0.36249309263203466,-1.4432292527095834,-0.9861764474289558
79,-0.8849883942696928,0.550214178216641,1.5392417781025796,0.7706013440785154,-1.0036531559960502,-0.9714157501319922
80,-1.104146028848865,1.0641086174490249,0.5040341921879,1.3321946442275396,-0.9554958109187418,-0.8406956140968581
81,-1.2518192387955691,-0.784445027614973,1.536768990292751,0.6815402245080056,0.6071424072141494,-0.7891873556043641
82,-1.0291655822821633,-1.158286159446177,0.7080130889360592,1.090302178272211,1.152022258383342,-0.7628857838632711
83,-1.2192949077835626,-0.8584937377471947,-0.8035722833998328,0.7180127784772767,0.7108641135468522,1.452484036906462
84,-1.0978634607286741,-0.9265891988988724,-0.9395478925543771,0.7869004354345943,0.9092691597541217,1.267830956993208
85,0.5066368686734544,-0.7317568515934186,-0.9186258575683768,-1.1842586679730434,0.8092442811870582,1.5187602272743261
86,1.1676406161163264,-1.1286845033817376,-0.6252280579889844,-1.1692491610426583,0.6992867721629811,1.0562343341340725
87,0.11024770181595062,1.411010575762003,-0.5106948615851586,-1.3348296970633717,-0.8129926787825662,1.1372589598531426
88,1.183940938813778,0.6208675625823822,-0.823144893707966,-1.0078846077470265,-1.1091783785889289,1.1353993786477603
89,0.43964751809753433,1.4823892750340144,0.9009498659128345,-0.6492924304819148,-1.004787756854896,-1.168906471707573
90,1.3207358822139257,0.8530230924579043,0.7252486662400184,-1.100047995304058,-1.1942587315203255,-0.6047009140874653
91,-1.4385906974480944,1.3807047045041498,0.8343090709335788,0.5973546905954088,-0.804307778062377,-0.5694699905226667
92,-0.6933906191040069,0.6860942500230969,0.5694526348470479,1.5549476241438207,-1.239219141649771,-0.8778847482601873
93,-1.0488349427810517,-1.1518044358465422,1.180853711247141,0.9244010517281596,0.8600376469867329,-0.7646530313344398
94,-0.8678625632632644,-1.1810419191232766,0.5354057290687656,1.5486279864166859,0.7461203937846516,-0.7812496268835618
95,-0.9932281766442563,-0.7614756627423477,-1.007779305541576,0.7056544048892478,0.3940591448386144,1.6627695952003176
96,-0.57372171597586,-0.9492711687933075,-1.223491521428072,1.6043632859573282,0.7236945303433175,0.4184265898965938
97,1.0361192715259202,-0.9852874589562273,-0.8094321287770517,-0.9481764518983349,0.16603728916303295,1.5407394789426614
98,0.9727868276553301,-0.43734925731350105,-1.2790723839883986,-1.1723360858359209,1.048928040425932,0.867042859056558
99,0.952860553507665,0.2597509604407903,-0.7281060340005197,-0.8307030249648555,-1.1951946758419947,1.5413922208589137
100,0.5898003439755736,1.4620584204272378,-0.8365399643367423,-0.8841009885734508,-1.1601526303381577,0.8289348188455408
101,1.2401122284674087,0.49009953503416576,1.131905269829371,-1.0408789988748997,-1.2259216395798804,-0.5953163948761652
102,0.6159254973738689,1.3430683389151055,0.9530888275715742,-0.7856639601698122,-0.9400655427557377,-1.1863531609349984
103,-1.0164585378087874,0.4852860655824435,0.7068255814492915,1.6124563134776273,-0.7655555747250682,-1.022553847975507
104,-1.0615282092269465,1.038599112130364,0.4886713430122498,1.350431458077564,-0.7046642877217618,-1.1115094162714696
105,-1.0364440495335598,-1.026022879250573,0.5662239685706791,1.0339676840843226,1.3212093819571593,-0.8589341058280284
